"자전거번호","대여일시","대여 대여소번호","대여 대여소명","대여거치대","반납일시","반납대여소번호","반납대여소명","반납거치대","이용시간(분)","이용거리(M)","생년","성별","이용자종류","대여대여소ID","반납대여소ID","자전거구분"
"SPB-50776","2025-12-01 01:12:41","02058","동작경찰서","0","2025-12-01 01:55:03","05651","한강버스 옥수 선착장","0","42","8695.69","1988","M","내국인","ST-1150","ST-3403","일반자전거"
"SPB-60624","2025-12-01 01:50:37","01030","미호 플랜트 앞","0","2025-12-01 01:55:08","01078","둔촌사거리","0","4","2170.00","1995",\N,"내국인","ST-1047","ST-1839","일반자전거"
"SPB-60067","2025-12-01 01:03:28","02271","내방역 8번출구 앞","0","2025-12-01 01:55:23","03104","e편한세상 신촌4단지 앞","0","51","11356.78","1999",\N,"내국인","ST-1163","ST-1492","일반자전거"
"SPB-56364","2025-12-01 01:33:25","01403","중화빌딩 앞 (동부시장)","0","2025-12-01 01:55:24","00680","꿈마루어린이도서관 앞","0","21","2220.00","2004","F","내국인","ST-566","ST-2280","일반자전거"
"SPB-62832","2025-12-01 01:50:01","03814","난곡사거리","0","2025-12-01 01:55:25","02144","난우길입구","0","5","663.50",\N,\N,\N,"ST-2873","ST-709","일반자전거"
"SPB-71296","2025-12-01 01:45:25","01325","상월곡역 4번출구","0","2025-12-01 01:55:26","01332","석계역 5번출구 건너편","0","10","1979.58",\N,\N,\N,"ST-571","ST-578","일반자전거"
"SPB-59386","2025-12-01 01:30:06","03109","북한산더?106동 앞","0","2025-12-01 01:55:29","00927","연신내역 3번출구 인근","0","25","3351.76","1996","F","내국인","ST-2194","ST-475","일반자전거"
"SPB-41882","2025-12-01 01:23:09","00115","마스타 빌딩 앞","0","2025-12-01 01:55:34",\N,\N,\N,"31","5549.00","1993","F","내국인","ST-12",\N,"일반자전거"
"SPB-63389","2025-12-01 01:49:41","03814","난곡사거리","0","2025-12-01 01:55:37","02106","세이브마트","0","5","967.95","2000","M","내국인","ST-2873","ST-705","일반자전거"
"SPB-52440","2025-12-01 01:49:34","01339","삼성전자서비스 성북센터","0","2025-12-01 01:55:37","01375","생명의 전화 종합복지관 앞 교차로","0","6","708.55","1997","F","내국인","ST-1203","ST-1723","일반자전거"
"SPB-36082","2025-12-01 01:45:38","00765","오목교역 3번출구","0","2025-12-01 01:55:37","00735","영도초등학교","0","9","1831.14","2005","M","내국인","ST-1731","ST-1006","일반자전거"
"SPB-52289","2025-12-01 01:48:49","01011","LIGA 아파트 앞","0","2025-12-01 01:55:38","01078","둔촌사거리","0","6","1739.38","1995","M","내국인","ST-495","ST-1839","일반자전거"
"SPB-40030","2025-12-01 01:53:07","01160","양천향교역 7번출구앞","0","2025-12-01 01:55:49","03775","가양오토갤러리","0","2","398.66","1994","M","내국인","ST-1251","ST-2483","일반자전거"
"SPB-69836","2025-12-01 01:39:20","01262","송파여성문화회관 앞","0","2025-12-01 01:55:54","05760","풍납사거리 성내유수지","0","16","5290.00","1998",\N,"내국인","ST-1081","ST-3148","일반자전거"
"SPB-51767","2025-12-01 01:42:01","00500","어린이대공원역 3번출구 앞","0","2025-12-01 01:55:54","03882","자양2동 주민센터","0","13","2224.27","2006","M","내국인","ST-97","ST-2891","일반자전거"
"SPB-59122","2025-12-01 01:41:51","00956","응암시장교차로","0","2025-12-01 01:55:56","00950","구산역 2번 출구 예일여고 버스정류장","0","14","1714.66","1988","M","내국인","ST-1331","ST-1036","일반자전거"
"SPB-61817","2025-12-01 01:41:47","00765","오목교역 3번출구","0","2025-12-01 01:55:56","04540","목동역 3번 출구","0","14","1913.16",\N,\N,"내국인","ST-1731","ST-3104","일반자전거"
"SPB-73291","2025-12-01 01:12:42","01011","LIGA 아파트 앞","0","2025-12-01 01:55:58","01218","방이역 4번출구","0","43","4158.24","1963",\N,"내국인","ST-495","ST-892","일반자전거"
"SPB-39670","2025-12-01 01:48:05","00654","전농동 텃골공원","0","2025-12-01 01:56:05","00621","전농초등학교 건너편","0","8","328.68","2007","M","내국인","ST-1449","ST-389","일반자전거"
"SPB-69890","2025-12-01 01:49:57","03814","난곡사거리","0","2025-12-01 01:56:15","02106","세이브마트","0","6","948.66","1992","F","내국인","ST-2873","ST-705","일반자전거"
"SPB-31629","2025-12-01 01:37:54","00769","CBS방송국 앞","0","2025-12-01 01:56:17","00230","영등포구청역 7번출구","0","18","1920.62","1995",\N,"내국인","ST-1995","ST-413","일반자전거"
"SPB-67040","2025-12-01 01:51:32","01215","올림픽공원역 1번출구 앞","0","2025-12-01 01:56:18","02653","올림픽공원사거리(선수촌아파트)","0","4","749.41","1965","","내국인","ST-544","ST-1874","일반자전거"
"SPB-56342","2025-12-01 01:39:33","00558","성동광진 교육지원청 앞","0","2025-12-01 01:56:18","03514","왕십리교회옆","0","16","1859.57","1969","M","내국인","ST-359","ST-1198","일반자전거"
"SPB-72225","2025-12-01 01:38:20","04304","서울고앞","0","2025-12-01 01:56:19","02032","이수역 11번출구쪽","0","17","1291.49","1988","M","내국인","ST-2656","ST-923","일반자전거"
"SPB-31823","2025-12-01 01:31:49","00642","신답역 사거리","0","2025-12-01 01:56:20","01321","국민은행 종암동지점 앞","0","24","3456.29",\N,\N,\N,"ST-409","ST-655","일반자전거"
"SPB-65956","2025-12-01 01:52:47","02359","국립국악중,고교 정문 맞은편","0","2025-12-01 01:56:22","02340","삼호물산버스정류장(23370) 옆","0","3","527.24","1993",\N,"내국인","ST-958","ST-821","일반자전거"
"SPB-67903","2025-12-01 01:27:30","02050","노량진역 5번출구","0","2025-12-01 01:56:23","01912","한신휴아파트 앞","0","29","5922.56",\N,\N,\N,"ST-699","ST-669","일반자전거"
"SPB-67049","2025-12-01 01:37:51","00769","CBS방송국 앞","0","2025-12-01 01:56:23","00230","영등포구청역 7번출구","0","18","3036.48","1998","F","내국인","ST-1995","ST-413","일반자전거"
"SPB-48244","2025-12-01 01:45:45","00464","삼청동 골목","0","2025-12-01 01:56:24","00349","어린이도서관","0","10","1841.27","1978","F","내국인","ST-1756","ST-165","일반자전거"
"SPB-73804","2025-12-01 01:51:41","00797","목동아파트 1422동 1434동 사잇길","0","2025-12-01 01:56:27","04541","갈산문화예술센터","0","4","611.30","2002","M","내국인","ST-2398","ST-3089","일반자전거"
"SPB-73403","2025-12-01 01:08:19","00759","보아스아파트 앞","0","2025-12-01 01:56:32","01145","곰달래 문화복지센터 B","0","48","1244.04","1971","M","내국인","ST-1500","ST-536","일반자전거"
"SPB-32832","2025-12-01 01:33:24","03533","건대입구역 사거리(롯데백화점)","0","2025-12-01 01:56:33","01463","중랑구민회관","0","23","4685.07","2000","F","내국인","ST-1660","ST-2284","일반자전거"
"SPB-70397","2025-12-01 01:50:39","01011","LIGA 아파트 앞","0","2025-12-01 01:56:34","01019","다성이즈빌아파트(호원대 대각선 맞은편)","0","5","1029.48",\N,\N,\N,"ST-495","ST-502","일반자전거"
"SPB-59202","2025-12-01 01:53:33","01209","잠실나루역 (2번 출구 쪽)","0","2025-12-01 01:56:35","04452","삼성SDS","0","3","545.03","2008","M","내국인","ST-542","ST-2571","일반자전거"
"SPB-45890","2025-12-01 01:41:32","01735","도봉역 1,2번 출구사이 건너편","0","2025-12-01 01:56:36","04062","평화도봉공원 주변","0","15","1917.69","1960","M","내국인","ST-1467","ST-2724","일반자전거"
"SPB-68861","2025-12-01 00:28:11","03863","동일로58길 입구","0","2025-12-01 01:56:38","04114","휘경여중고삼거리","0","88","4825.68",\N,\N,\N,"ST-2543","ST-2560","일반자전거"
"SPB-43850","2025-12-01 01:52:19","01601","석계역 문화광장 내 자전거 보관소","0","2025-12-01 01:56:42","01602","광운대역 앞","0","4","866.04","2005","F","내국인","ST-600","ST-913","일반자전거"
"SPB-73764","2025-12-01 01:54:10","00425","DMC첨단산업센터","0","2025-12-01 01:56:42","03007","MBC 앞","0","2","416.77","1971","","내국인","ST-991","ST-2165","일반자전거"
"SPB-60801","2025-12-01 01:52:20","00265","영등포유통상가 사거리","0","2025-12-01 01:56:42","00236","문래동자이아파트 앞","0","4","586.80","1958","M","내국인","ST-419","ST-285","일반자전거"
"SPB-65051","2025-12-01 01:40:16","01295","잠실역 8번출구","0","2025-12-01 01:56:55","02604","풍납토성 서성벽터A","0","16","2990.00",\N,\N,"비회원","ST-1584","ST-1627","일반자전거"
"SPB-43604","2025-12-01 01:47:24","04825","신내동 벽산아파트 후문 앞","0","2025-12-01 01:56:56","01456","상아빌딩(우림시장 교차로)","0","9","881.90","2005","M","내국인","ST-2906","ST-1380","일반자전거"
"SPB-67825","2025-12-01 01:50:15","01150","송정역 1번출구","0","2025-12-01 01:57:04","05053","신마곡벽산블루밍메트로오피스텔앞","0","6","1335.66","1999","M","내국인","ST-1062","ST-2883","일반자전거"
"SPB-66073","2025-12-01 01:53:40","01689","마들역 3번출구","0","2025-12-01 01:57:10","05322","노원성당 앞","0","3","384.27","1986","M","내국인","ST-1640","ST-3218","일반자전거"
"SPB-39113","2025-12-01 01:43:38","01455","상봉역 2번 출구","0","2025-12-01 01:57:13","00663","외대앞역 3번출구","0","13","2021.29","1996","F","내국인","ST-1375","ST-1671","일반자전거"
"SPB-61882","2025-12-01 01:49:44","01656","중앙하이츠 아파트 입구","0","2025-12-01 01:57:34","05313","중계주공2단지 앞","0","7","1240.22","2001","M","내국인","ST-1124","ST-3123","일반자전거"
"SPB-59559","2025-12-01 01:31:29","02382","역삼동 sk뷰 501동앞","0","2025-12-01 01:57:39","02407","역삼서초삼성 세무서 앞 (역삼빌딩 앞)","0","26","2796.94","2004","M","내국인","ST-1247","ST-1577","일반자전거"
"SPB-37488","2025-12-01 01:53:26","01470","중화동 우리은행 앞","0","2025-12-01 01:57:44","01468","먹골역 7번 출구","0","4","667.27","1997","M","내국인","ST-2291","ST-2289","일반자전거"
"SPB-65079","2025-12-01 01:50:16","00737","장수공원","0","2025-12-01 01:57:47","00711","신일해피트리아파트 앞","0","7","930.00","1962","M","내국인","ST-1008","ST-318","일반자전거"
"SPB-71644","2025-12-01 00:58:31","05858","영등포역5번출구","0","2025-12-01 01:57:55","03819","서울대벤처타운역","0","59","10183.41","1990","M","내국인","ST-3142","ST-3143","일반자전거"
"SPB-72737","2025-12-01 01:45:17","00278","쌍용플레티넘오피스텔","0","2025-12-01 01:57:55","04565","영등포 신세계백화점","0","12","1855.53",\N,"M","내국인","ST-1323","ST-2815","일반자전거"
"SPB-49189","2025-12-01 01:50:55","05883","영문초사거리","0","2025-12-01 01:58:06","03206","문래동 주민센터","0","7","880.61","2008","M","내국인","ST-3330","ST-1977","일반자전거"
"SPB-74017","2025-12-01 01:51:47","00103","망원역 2번출구 앞","0","2025-12-01 01:58:10","04216","망원정 앞","0","6","995.93","1993",\N,"내국인","ST-5","ST-2874","일반자전거"
"SPB-39257","2025-12-01 01:50:55","00252","보라매역4번출구","0","2025-12-01 01:58:14","04179","보라매병원역 1번출구","0","7","1166.03","1949","F","내국인","ST-300","ST-3105","일반자전거"
"SPB-67881","2025-12-01 01:30:35","03432","종로2가 사거리","0","2025-12-01 01:58:17","03421","혜화역 1번출구","0","27","2815.34",\N,\N,\N,"ST-1829","ST-1818","일반자전거"
"SPB-69333","2025-12-01 01:42:21","01653","노원역1번출구","0","2025-12-01 01:58:25","01651","상계동 우방유쉘아파트 앞","0","16","2051.32","1996",\N,"내국인","ST-1121","ST-1119","일반자전거"
"SPB-53784","2025-12-01 01:55:31","05052","마곡역 7번출구","0","2025-12-01 01:58:28","01168","마곡엠밸리10단지 앞","0","2","634.14","2001",\N,"내국인","ST-2871","ST-1402","일반자전거"
"SPB-84787","2025-12-01 01:31:48","03432","종로2가 사거리","99","2025-12-01 01:58:33","03421","혜화역 1번출구","99","26","2648.93","1987","F","내국인","ST-1829","ST-1818","새싹자전거"
"SPB-58590","2025-12-01 01:53:06","04213","마포구중앙도서관 정문 앞","0","2025-12-01 01:58:34","00184","망원우체국사거리 인근","0","5","580.40","1988",\N,"내국인","ST-2536","ST-342","일반자전거"
"SPB-74435","2025-12-01 01:33:40","04274","신촌 파랑고래 입구","0","2025-12-01 01:58:37","00111","상수역 2번출구 앞","0","24","1975.09","1992","M","내국인","ST-3140","ST-15","일반자전거"
"SPB-73502","2025-12-01 01:30:15","03600","사근빗물펌프장 건너편","0","2025-12-01 01:58:39","01321","국민은행 종암동지점 앞","0","28","4841.53","2000","","내국인","ST-2420","ST-655","일반자전거"
"SPB-57685","2025-12-01 01:26:30","01506","강북문화예술회관","0","2025-12-01 01:58:42","01506","강북문화예술회관","0","32","4085.59","2007","M","내국인","ST-645","ST-645","일반자전거"
"SPB-48059","2025-12-01 01:41:46","03411","종묘","0","2025-12-01 01:58:45","03422","성균관대 정문","0","16","1830.00","1983","M","내국인","ST-1808","ST-1819","일반자전거"
"SPB-66037","2025-12-01 01:34:53","01364","성북동 치안센터 앞","0","2025-12-01 01:58:48","03514","왕십리교회옆","0","23","4515.89",\N,"F","내국인","ST-1456","ST-1198","일반자전거"
"SPB-50483","2025-12-01 01:41:38","01814","두산위브아파트 옆 상가건물 앞","0","2025-12-01 01:58:48","03986","청년주택 독산동점","0","17","847.81",\N,\N,\N,"ST-625","ST-3196","일반자전거"
"SPB-65878","2025-12-01 00:36:43","05318","극동의 푸른별 아파트 뒤(중계4동주민센터 앞)","0","2025-12-01 01:58:51","01625","상계역 3번출구","0","82","7169.77","1972","M","내국인","ST-3149","ST-914","일반자전거"
"SPB-63303","2025-12-01 01:35:04","01364","성북동 치안센터 앞","0","2025-12-01 01:58:58","03514","왕십리교회옆","0","23","4864.98","1971",\N,"내국인","ST-1456","ST-1198","일반자전거"
"SPB-60853","2025-12-01 01:39:03","04480","가락시장 남1문 사거리","0","2025-12-01 01:59:04","02411","세곡동 성당","0","20","2932.54","1966","M","내국인","ST-2591","ST-1703","일반자전거"
"SPB-64277","2025-12-01 01:15:04","02246","서울시 품질시험소 앞","0","2025-12-01 01:59:05","02302","교보타워 버스정류장(신논현역 3번출구 후면)","0","44","5665.75","1984",\N,"내국인","ST-889","ST-787","일반자전거"
"SPB-73727","2025-12-01 01:50:15","04561","양평역 1번출구","0","2025-12-01 01:59:10","00781","신정보도육교 아래","0","8","850.51","1997","M","내국인","ST-2812","ST-2007","일반자전거"
"SPB-64852","2025-12-01 01:48:39","04796","서울시청","0","2025-12-01 01:59:14","00379","서울역9번출구","0","10","1670.00","1992",\N,"내국인","ST-2693","ST-194","일반자전거"
"SPB-65715","2025-12-01 01:09:57","01010","강동세무서","0","2025-12-01 01:59:18","01203","밀리아나2빌딩 앞","0","49","5414.52","1967","M","내국인","ST-494","ST-737","일반자전거"
"SPB-65961","2025-12-01 01:52:46","00497","합정동주민센터 앞","0","2025-12-01 01:59:23","00154","마포구청역","0","6","1187.93","1997","M","내국인","ST-2156","ST-211","일반자전거"
"SPB-72365","2025-12-01 01:54:54","01022","길동 사거리(초소앞)","0","2025-12-01 01:59:26","01078","둔촌사거리","0","4","1367.52","1995","M","내국인","ST-505","ST-1839","일반자전거"
"SPB-53421","2025-12-01 01:55:35","00162","봉원고가차도 밑","0","2025-12-01 01:59:26","00135","명물길 원형무대 앞","0","3","1033.37",\N,\N,\N,"ST-219","ST-37","일반자전거"
"SPB-56332","2025-12-01 01:57:45","04491","장지역 1번출구","0","2025-12-01 01:59:26","04465","건영아파트앞 사거리","0","1","395.10",\N,\N,\N,"ST-2599","ST-2581","일반자전거"
"SPB-66026","2025-12-01 01:54:03","04880","송파청소년센터","0","2025-12-01 01:59:27","02625","가락종합 사회복지관","0","5","699.58",\N,\N,\N,"ST-2957","ST-1852","일반자전거"
"SPB-62752","2025-12-01 01:47:02","00247","당산역 10번출구 앞","0","2025-12-01 01:59:29","00236","문래동자이아파트 앞","0","12","2148.96","2000",\N,"내국인","ST-295","ST-285","일반자전거"
"SPB-41912","2025-12-01 01:54:47","01264","천호역 10번 출구 앞","0","2025-12-01 01:59:30","05752","풍납백제문화공원 옆 인근","0","4","1009.34","1998","M","내국인","ST-1083","ST-3070","일반자전거"
"SPB-74217","2025-12-01 01:33:12","04332","이수교차로","0","2025-12-01 01:59:42","02219","고속터미널역 8-1번, 8-2번 출구 사이","0","26","3340.34","1988","M","내국인","ST-3086","ST-750","일반자전거"
"SPB-60861","2025-12-01 01:46:30","00431","청계천 영도교","0","2025-12-01 01:59:42","00615","용두동 래미안허브리츠아파트 앞","0","13","2094.68","1977","M","내국인","ST-1440","ST-274","일반자전거"
